NAME,SYMBOL,SLUG,N MARKET PAIRS,DATE ADDED,TAGS,MAX SUPPLY,CIRC SUPPLY,TOTAL SUPPLY,CMC RANK,LAST UPDATED,EXCH CUR,PRICE,VOLUME 24h,% CHANGE 1h,% CHANGE 24h,% CHANGE 7d,% CHANGE 30d,% CHANGE 60d,% CHANGE 90d,MARKET CAP
iCherry Finance,ICH,icherry-finance,1,2020-09-24T00:00:00.000Z,,,0,24596,4733,2021-05-11T12:51:13.000Z,GBP,0.636152057,1.00E-08,-0.08482465,-0.44497332,-2.37981781,-9.94856579,200.0803185,373.1272062,0
Moon Juice,JUICE,moon-juice,1,2020-09-24T00:00:00.000Z,,,0,9999999,4734,2021-05-11T12:51:19.000Z,GBP,0.129134165,1.00E-08,-0.87672608,-5.43107441,1.1741155,247.6042971,320.4852111,153.8052977,0
UnityDAO,UTY,unitydao,1,2020-09-24T00:00:00.000Z,,,0,3000,4735,2021-05-11T12:51:15.000Z,GBP,13.83836337,1.00E-08,-1.05739342,-5.57966369,11.71458955,85.35998203,115.4751782,65.45846183,0
YFIX Finance,YFIX,yfix-finance,1,2020-09-24T00:00:00.000Z,,0,0,50000,4736,2021-05-11T12:51:13.000Z,GBP,1.795362471,1.00E-08,-0.08482465,-0.44497332,-2.37981781,-0.72454736,-1.52402985,-18.94526456,0
Contribute,TRIB,contribute,1,2020-09-25T00:00:00.000Z,"dao,governance",,0,2483489,4737,2021-05-11T12:52:02.000Z,GBP,1.194226605,1.00E-08,-0.87672608,-7.0563274,-11.06184394,-5.19728362,8.16592084,1.48891196,0
DeFi Firefly,DFF,defi-firefly,2,2020-09-25T00:00:00.000Z,,,0,900000,4738,2021-05-11T12:52:02.000Z,GBP,0.300906534,1.00E-08,-0.87672608,-7.0563274,11.77351986,-37.47673219,78.84874948,4.18633887,0
SwapShip,SWSH,swapship,1,2020-09-28T00:00:00.000Z,yield-farming,,0,22000,4739,2021-05-11T12:52:02.000Z,GBP,9.684122468,1.00E-08,-0.87672608,-7.0563274,-22.75630169,111.1999094,114.485584,213.8937963,0
YFII Gold,YFIIG,yfii-gold,4,2020-09-28T00:00:00.000Z,,,0,50000,4740,2021-05-11T12:52:02.000Z,GBP,2.34461728,1.00E-08,-0.44359358,39.87985,85.48838737,193.0988905,-60.50727295,-2.75333595,0
SpokLottery,SPKL,spoklottery,2,2020-09-28T00:00:00.000Z,,,0,999999999,4741,2021-05-11T12:52:02.000Z,GBP,7.38E-05,1.00E-08,-0.95822274,-16.59147222,-39.09874023,-21.06854103,65.97722711,111.7983537,0
Safari,SFR,safari,1,2020-09-28T00:00:00.000Z,,100000000,0,100000000,4742,2021-05-11T12:52:03.000Z,GBP,0.000699404,1.00E-08,-1.06250406,-4.54479788,153.0021387,77.35611029,228.1828522,,0
CryptoWater,C2O,cryptowater,3,2020-09-29T00:00:00.000Z,,163691,0,0,4743,2021-05-11T12:52:03.000Z,GBP,0.843470738,1.00E-08,-0.08332472,-0.45024109,-1.39078262,1.18536709,1.15464829,0.99225192,0
CXN Network,CXN,cxn-network,1,2020-09-29T00:00:00.000Z,,300000000,0,0,4744,2021-05-11T12:52:03.000Z,GBP,0.002042459,1.00E-08,-1.05739342,-7.20236304,6.93961474,19.55441456,9.72290916,-18.65306813,0
Wrapped LEO,WLEO,wrapped-leo,1,2020-09-29T00:00:00.000Z,wrapped-tokens,10000000,0,10000000,4745,2021-05-11T12:52:03.000Z,GBP,0.439561346,1.00E-08,-0.87672608,-7.0563274,-15.01078946,-34.96518186,-39.69570416,-1.92416745,0
Dfinance,XFI,dfinance,1,2020-09-29T00:00:00.000Z,cosmos-ecosystem,500000000,0,500000000,4746,2021-05-11T12:52:03.000Z,GBP,0.06873544,1.00E-08,-0.87672608,-7.0563274,-17.34038934,-16.86157553,48.1670569,19.43881246,0
Yearn Land,YLAND,yearn-land,1,2020-09-29T00:00:00.000Z,,9758,0,9758,4747,2021-05-11T12:52:03.000Z,GBP,19.51416626,1.00E-08,-0.87672608,-7.0563274,9.2454627,72.24005255,103.6912971,49.55372989,0
Trading Membership Community,TMC,trading-membership-community,1,2020-09-29T00:00:00.000Z,,500000000,0,500000000,4748,2021-05-11T12:52:03.000Z,GBP,0.005487298,1.00E-08,2.69897532,5.52512389,-19.24546304,-62.16690317,17.08196871,20.96203489,0
AmericanHorror.Finance,AHF,americanhorror-finance,1,2020-09-30T00:00:00.000Z,,,0,500,4749,2021-05-11T12:52:03.000Z,GBP,365.0435988,1.00E-08,-0.87672608,-7.0563274,11.89039479,48.85977688,63.3471716,33.05753395,0
Timers,IPM,timers,3,2020-09-30T00:00:00.000Z,,,0,3347380,4750,2021-05-11T12:52:03.000Z,GBP,0.026577139,1.00E-08,-0.08332472,-0.45024109,-27.64493476,6.8815905,9.97144964,-7.56623789,0
Pajama.Finance,PJM,pajama-finance,1,2020-10-01T00:00:00.000Z,,3000,0,3000,4751,2021-05-11T12:52:03.000Z,GBP,6.40420561,1.00E-08,-0.87672608,-7.0563274,11.77351986,78.45921087,113.0998365,91.44656175,0
Yearn Finance Ecosystem,YFIEC,yearn-finance-ecosystem,1,2020-10-01T00:00:00.000Z,,25000,0,25000,4752,2021-05-11T12:52:04.000Z,GBP,3.252396345,1.00E-08,-0.87672608,-7.0563274,-15.12903252,9.19594453,32.49179509,-39.36959706,0
YFMoonBeam,YFMB,yfmoonbeam,1,2020-10-05T00:00:00.000Z,,1000000,0,1000000,4753,2021-05-11T12:52:04.000Z,GBP,20.82220763,1.00E-08,-0.87672608,-7.0563274,11.77351986,167.0802772,163.5974029,674.8013493,0
Yearn4 Finance,YF4,yearn4-finance,1,2020-10-05T00:00:00.000Z,,30000,0,30000,4754,2021-05-11T12:52:03.000Z,GBP,1.339062257,1.00E-08,-0.87672608,-7.0563274,11.77351986,30.82786063,24.23060562,-7.57968069,0
ErcauX,RAUX,ercaux,1,2020-10-05T00:00:00.000Z,,1000000,0,1000000,4755,2021-05-11T12:52:03.000Z,GBP,0.067719846,1.00E-08,-0.87672608,-7.0563274,11.77351986,-36.17958285,-29.94983627,160.6393536,0
ZAC Finance,ZAC,zac-finance,1,2020-10-05T00:00:00.000Z,,57000,0,57000,4756,2021-05-11T12:52:03.000Z,GBP,0.450055489,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.19714259,121.7683893,82.44148162,0
Smol,SMOL,smol,1,2020-10-05T00:00:00.000Z,collectibles-nfts,55000,0,55000,4757,2021-05-11T12:52:03.000Z,GBP,5.140950251,1.00E-08,-0.87672608,-7.0563274,-15.34449633,-25.59492952,-83.70981626,-8.08347486,0
Cyclops Treasure,CYTR,cyclops-treasure,2,2020-10-05T00:00:00.000Z,,1000,0,1000,4758,2021-05-11T12:52:03.000Z,GBP,381.4686762,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,12.0198571,81.1773811,0
Bellevue Network,BLV,bellevue-network,1,2020-10-05T00:00:00.000Z,,62018750,0,62018750,4759,2021-05-11T12:52:03.000Z,GBP,0.016801777,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,124.9127281,129.2863783,0
YeaFinance,YEA,yeafinance,2,2020-10-06T00:00:00.000Z,,4750,0,4750,4760,2021-05-11T12:52:03.000Z,GBP,4.426156667,1.00E-08,-0.21345919,-1.58987998,-0.30786279,-14.0533503,-15.40324225,-6.23368049,0
YFOS.finance,YFOS,yfos-finance,1,2020-10-06T00:00:00.000Z,,50000,0,50000,4761,2021-05-11T12:52:03.000Z,GBP,6.360437869,1.00E-08,-0.87672608,-7.0563274,11.27149414,85.21811179,124.2814234,128.4551304,0
Stream Protocol,STPL,stream-protocol,2,2020-10-07T00:00:00.000Z,,2000000000,0,2000000000,4762,2021-05-11T12:52:03.000Z,GBP,0.079579652,1.00E-08,-4.59139378,-7.47615209,-26.37379476,-19.11470726,155.375915,458.5293983,0
Dark.Build,DARK,darkbuild,1,2020-10-07T00:00:00.000Z,,100000,0,100000,4763,2021-05-11T12:52:04.000Z,GBP,21.26502163,1.00E-08,-0.87672608,-7.0563274,11.77351986,88.36007688,-52.11720294,29.62652719,0
YFPRO Finance,YFPRO,yfpro-finance,2,2020-10-07T00:00:00.000Z,,25000,0,25000,4764,2021-05-11T12:52:04.000Z,GBP,7.205198309,1.00E-08,-1.01716201,-5.17109704,10.83965617,81.37694541,250.2153295,245.4624594,0
Hauteclere Shards,HAUT,hauteclere-shards,1,2020-10-08T00:00:00.000Z,collectibles-nfts,50000,0,50000,4765,2021-05-11T12:52:04.000Z,GBP,14.58647004,1.00E-08,-0.87672608,-7.0563274,11.77351986,76.94913679,144.5423802,444.1120626,0
Crypxie,CPX,crypxie,1,2020-11-02T00:00:00.000Z,,95918679,0,95918679,4766,2021-05-11T12:52:04.000Z,GBP,3.673567266,1.00E-08,-0.44362048,-4.79901065,-3.94333771,-7.45329834,-2.13625545,21.63855763,0
Jiviz,JVZ,jiviz,2,2020-10-09T00:00:00.000Z,,20000000,0,20000000,4767,2021-05-11T12:52:04.000Z,GBP,0.006082901,1.00E-08,-0.12976614,-1.0311431,-2.57864229,-0.9726805,52.60317472,628.5785966,0
Thirm Protocol,THIRM,thirm-protocol,1,2020-10-09T00:00:00.000Z,,100000,0,100000,4768,2021-05-11T12:52:04.000Z,GBP,13.70105956,1.00E-08,0.15758293,-4.43547467,-1.71665803,10.49832571,37.92730843,,0
YFED.Finance,YFED,yfedfinance,1,2020-10-09T00:00:00.000Z,,35000,0,35000,4769,2021-05-11T12:52:04.000Z,GBP,0.90387926,1.00E-08,-0.87672608,-7.0563274,11.77351986,82.46082369,163.6120299,183.8681801,0
BFis.Finance,BFI,bfis-finance,3,2021-02-10T00:00:00.000Z,,30000,0,19000,4770,2021-05-11T12:52:03.000Z,GBP,2135.573974,1.00E-08,0.15758293,-4.43547467,-1.69466367,41.67214102,249988.3781,,0
Fridn,EFAR,fridn,1,2020-10-09T00:00:00.000Z,,380000000,0,0,4771,2021-05-11T12:52:04.000Z,GBP,0.152812893,1.00E-08,-0.08332472,-0.45024109,-7.21749647,0.25802532,-9.15075889,-6.74084326,0
Mover,MOVE,mover,2,2020-10-10T00:00:00.000Z,,100000000,0,8493381.269,4772,2021-05-11T12:52:04.000Z,GBP,1.473539949,1.00E-08,-0.87672608,-7.0563274,11.77351986,71.43628421,238.0618513,23.08468886,0
deCraft Finance,CRAFT,decraft-finance,1,2020-10-13T00:00:00.000Z,,,0,5000,4773,2021-05-11T12:52:05.000Z,GBP,33.23333431,1.00E-08,-0.87672608,-7.0563274,11.77351986,83.73696555,122.487897,127.5401555,0
r/CryptoCurrency Moons,xMOON,moon,1,2020-10-14T00:00:00.000Z,,,0,6962503.839,4774,2021-05-11T12:52:04.000Z,GBP,0.077294197,1.00E-08,-0.37694814,-7.04594078,-24.61410221,28.84832735,,,0
Tavittcoin,TAVITT,tavittcoin,1,2020-10-14T00:00:00.000Z,tourism,100000000,0,0,4775,2021-05-11T12:52:04.000Z,GBP,0.083632276,1.00E-08,-0.44362048,-4.79901065,-8.23158156,-35.69807092,49.59172381,-60.55961919,0
YFi Management,YEFIM,yfi-management,4,2020-10-14T00:00:00.000Z,,3700,0,0,4776,2021-05-11T12:52:04.000Z,GBP,19.62108576,1.00E-08,-0.67253539,-2.94554083,5.39759876,-17.02345446,82.93886252,48.59050224,0
Load Network,LOAD,load-network,1,2020-10-14T00:00:00.000Z,ethereum,10000000,0,0,4777,2021-05-11T12:52:04.000Z,GBP,0.030863694,1.00E-08,-0.87672608,-7.0563274,11.77351986,81.42176083,16.15797811,0.04223777,0
Wrapped BIND,WBIND,wrapped-bind,1,2021-02-10T00:00:00.000Z,wrapped-tokens,0,0,0,4778,2021-05-11T12:52:04.000Z,GBP,0.048505257,1.00E-08,-0.87672608,-7.0563274,4.26733588,-3.38087514,20.42777521,,0
Payship,PSHP,payship,1,2020-10-14T00:00:00.000Z,,,0,11000,4779,2021-05-11T12:52:04.000Z,GBP,52.94627571,1.00E-08,-0.87672608,-7.0563274,5.29593972,76.35298824,126.0506783,60.72559751,0
Sergey Save Link,SSL,sergey-save-link,1,2020-10-14T00:00:00.000Z,,,0,1100,4780,2021-05-11T12:52:05.000Z,GBP,193.9843867,1.00E-08,-0.87672608,-7.0563274,11.77351986,89.79436594,80.65585924,107.6603505,0
Cross Finance,CRP,cross-finance,2,2020-10-15T00:00:00.000Z,,,0,50000000,4781,2021-05-11T12:52:04.000Z,GBP,0.012663675,1.00E-08,0.13569987,-4.50797734,-2.11024017,40.9220724,140.2625155,438.9208699,0
Bitfinex Bitcoin Dominance Perps,BTCDOM,bitfinex-bitcoin-dominance-perps,1,2020-10-15T00:00:00.000Z,,,0,0,4782,2021-05-11T12:52:04.000Z,GBP,90.97015335,1.00E-08,-1.02158168,2.61135649,-14.96144044,-28.30620308,-50.20274369,-37.61062031,0
SWAG Finance,SWAG,swag-finance,1,2020-10-16T00:00:00.000Z,yield-farming,,0,625000000,4783,2021-05-11T12:52:05.000Z,GBP,0.060508593,1.00E-08,-0.10810815,-0.48539286,9.10390148,8.62805563,18.68318521,10.40662596,0
Bit Financial,BFC,bit-financial,1,2020-10-16T00:00:00.000Z,,,0,10000000000,4784,2021-05-11T12:52:04.000Z,GBP,0.014542288,1.00E-08,-0.3105072,-1.19658346,86.3422948,-28.29691593,47.95149061,-3.14425185,0
yRise Finance,YRISE,yrise-finance,2,2020-10-19T00:00:00.000Z,,,0,30000,4785,2021-05-11T12:52:04.000Z,GBP,1.935950331,1.00E-08,-1.06250406,-4.54479788,11.475554,84.48333888,101.4419633,34.75444048,0
dXIOT,DXIOT,dxiot,1,2020-10-19T00:00:00.000Z,,,0,0,4786,2021-05-11T12:52:05.000Z,GBP,0.469804942,1.00E-08,-0.87672608,-7.0563274,11.77351986,69.3883734,55.29901757,30.53364679,0
LCG,LCG,lcg,1,2020-10-19T00:00:00.000Z,,,0,0,4787,2021-05-11T12:52:05.000Z,GBP,0.037532136,1.00E-08,-0.08332472,-0.45024109,-2.37414782,250.96709,168.6809735,277.1517749,0
PayUSD,PUSD,payusd,1,2020-10-19T00:00:00.000Z,,1000000,0,0,4788,2021-05-11T12:52:05.000Z,GBP,0.996552822,1.00E-08,-0.44362048,-4.79901065,-3.94333771,-7.45329834,-2.13625545,21.63855763,0
ETG Finance,ETGF,etg-finance,2,2020-10-20T00:00:00.000Z,"staking,yield-farming,binance-smart-chain",150000,0,118000,4789,2021-05-11T12:52:04.000Z,GBP,0.761010026,1.00E-08,-1.06248345,-4.54508448,11.47559991,-11.95908316,-16.10490205,-5.42411992,0
Payou Finance,PAYOU,payou-finance,1,2020-10-20T00:00:00.000Z,,,0,21000,4790,2021-05-11T12:52:05.000Z,GBP,1.781457473,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,137.1864749,75.39497624,0
PlayDapp,PLA,playdapp,1,2020-10-20T00:00:00.000Z,,700000000,0,0,4791,2021-05-11T12:52:05.000Z,GBP,0.307516027,1.00E-08,-0.34199658,-2.55433775,-10.41735267,-32.12643384,-10.17984322,214.5841627,0
McNetworkDefi,MCN,mcnetwork,1,2020-10-22T00:00:00.000Z,,,0,0,4792,2021-05-11T12:52:05.000Z,GBP,0.005451118,1.00E-08,-0.87672608,-7.0563274,11.04746918,24.83751686,32.57601885,8.54705514,0
Friends With Benefits,FWB,friends-with-benefits,1,2020-10-22T00:00:00.000Z,social-money,10000000,0,10000000,4793,2021-05-11T12:52:05.000Z,GBP,0.707892056,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,-98.15767948,-93.07237964,0
ShareAt,XAT,shareat,2,2020-10-22T00:00:00.000Z,,,0,20000000000,4794,2021-05-11T12:52:05.000Z,GBP,0.571800807,1.00E-08,-0.11331718,-0.84182549,-2.04080826,0.21874943,-13.00126238,-7.60750674,0
BananoDOS,yBAN,bananodos,1,2020-10-22T00:00:00.000Z,,,0,0,4795,2021-05-11T12:52:04.000Z,GBP,183.7034634,1.00E-08,-0.87672608,-7.0563274,11.89039479,85.55469089,120.426806,124.0155494,0
DogDeFiCoin,DOGDEFI,dogdeficoin,1,2020-10-26T00:00:00.000Z,,,0,50000,4796,2021-05-11T12:52:05.000Z,GBP,1.48697678,1.00E-08,-0.08332472,-0.45024109,-2.37414782,14.66736308,88.80867531,139.3363444,0
Naz Coin,NAZ,naz-coin,1,2020-10-26T00:00:00.000Z,ethereum,5000000000,0,0,4797,2021-05-11T12:52:05.000Z,GBP,0.000139881,1.00E-08,-1.06250406,-4.54479788,11.32094103,84.48333888,23.8796916,26.55447576,0
BSCswap,BSWAP,bscswap,2,2020-10-27T00:00:00.000Z,binance-smart-chain,100000,0,0,4798,2021-05-11T12:52:05.000Z,GBP,45.89726557,1.00E-08,-0.09311784,-0.46467734,-2.38057258,0.00624892,0.00637178,,0
Lumos,LMS,lumos,1,2020-10-27T00:00:00.000Z,ethereum,,0,485847,4799,2021-05-11T12:52:04.000Z,GBP,0.029766667,1.00E-08,-0.87672608,-7.0563274,11.89039479,85.55469089,142.6258959,103.4443685,0
pxUSD Synthetic USD Expiring 1 April 2021,PXUSD_MAR2021,pxusd-synthetic-usd-expiring-1-april-2021,1,2020-10-27T00:00:00.000Z,,,0,19060,4800,2021-05-11T12:52:05.000Z,GBP,0.457895947,1.00E-08,-2.14659344,6.08849908,-7.0818127,-44.88993433,-59.30140163,-48.39567169,0
Tsunami finance,NAMI,tsunami,2,2020-10-28T00:00:00.000Z,,,0,0,4801,2021-05-11T12:52:05.000Z,GBP,805.4336711,1.00E-08,-1.06250406,562.9069671,560.9887861,84.4503547,123.1643395,127.7980564,0
Degens,DEGENS,degens,1,2020-10-29T00:00:00.000Z,,1192720,0,0,4802,2021-05-11T12:52:06.000Z,GBP,2.310351171,1.00E-08,-0.87672608,-7.0563274,3.51532266,-5.83014935,36.73031709,,0
HubDao,HD,hubdao,2,2020-10-29T00:00:00.000Z,,,0,11200000,4803,2021-05-11T12:52:05.000Z,GBP,2.424716118,1.00E-08,2.32096683,-25.02493002,-39.25514673,1127.172967,2812.818607,2150.848632,0
Bloody Token,BLOODY,bloody-token,1,2020-10-29T00:00:00.000Z,,,0,879336,4804,2021-05-11T12:52:05.000Z,GBP,0.003253068,1.00E-08,-0.87672608,-7.0563274,11.77351986,20.96657873,347.3434327,278.7046237,0
YYFI.Protocol,YYFI,yyfi-protocol,4,2020-10-30T00:00:00.000Z,ethereum,47000,0,0,4805,2021-05-11T12:52:06.000Z,GBP,0.073511235,1.00E-08,-0.08332472,-0.45024109,-2.37414782,0.05936132,-63.35030051,-29.78302441,0
Gold BCR,GBCR,gold-bcr,2,2020-10-30T00:00:00.000Z,,6000000,0,0,4806,2021-05-11T12:52:06.000Z,GBP,1214.228893,1.00E-08,-0.08332472,-0.45024109,-2.37414782,0.05936132,-11.80477611,-6.98408432,0
DotBased,xDOT,dotbased,1,2020-10-30T00:00:00.000Z,,,0,0,4807,2021-05-11T12:52:04.000Z,GBP,14.00438486,1.00E-08,-0.87672608,-7.0563274,11.89039479,85.55469089,118.4066137,111.7392301,0
$YEET,YEET,yeet,1,2020-10-31T00:00:00.000Z,,,0,0,4808,2021-05-11T12:52:05.000Z,GBP,3.315134199,1.00E-08,-0.87672608,-7.0563274,11.77351986,23.77843438,54.08948017,-3.81626782,0
stakedFIRO,stFIRO,stakedfiro,1,2020-10-31T00:00:00.000Z,,,0,252207,4809,2021-05-11T12:52:05.000Z,GBP,12.69281222,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,129.3886702,256.2780951,0
Smpl foundation,SMPL,smplfoundation,1,2020-10-31T00:00:00.000Z,,,0,0,4810,2021-05-11T12:52:06.000Z,GBP,28.69734134,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,68.3537906,65.46806473,0
Elxis,LEX,elxis,1,2020-11-02T00:00:00.000Z,,13000000,0,0,4811,2021-05-11T12:52:06.000Z,GBP,4.594310822,1.00E-08,-0.08332472,-0.45024109,-2.37414782,0.05936132,17.14162011,-30.28599849,0
CryptoFrog.Finance,FROG,cryptofrog-finance,1,2020-11-03T00:00:00.000Z,"collectibles-nfts,memes,yield-farming,binance-smart-chain",110000000,0,0,4812,2021-05-11T12:52:06.000Z,GBP,0.00042426,1.00E-08,0.15758293,-0.46038466,-2.39343022,,,,0
Cryptochrome,CHM,cryptochrome,2,2020-11-04T00:00:00.000Z,,,0,130000000,4813,2021-05-11T12:52:06.000Z,GBP,0.025346402,1.00E-08,-1.06250406,14.61027017,35.08272045,57.76992229,49.1053904,30.87193345,0
Tessla Coin,TSLA,tessla-coin,2,2020-11-06T00:00:00.000Z,,,0,11000000000,4814,2021-05-11T12:52:07.000Z,GBP,0.40932135,1.00E-08,-0.26600227,-2.69976558,-3.17469839,-62.38141323,-67.37308678,-69.35292056,0
zLOT Finance,ZLOT,zlot-finance,1,2020-11-06T00:00:00.000Z,,8888,0,8888,4815,2021-05-11T12:52:06.000Z,GBP,819.187321,1.00E-08,-0.0478666,-0.45685935,-2.37777912,-0.00349402,-0.06530477,-0.04466098,0
Fiola,FLA,fiola,2,2020-11-09T00:00:00.000Z,,1000000000,0,0,4816,2021-05-11T12:52:06.000Z,GBP,0.000172432,1.00E-08,-0.4828181,-2.15266029,2.75320933,3.1334958,34.48459045,368.0137136,0
Yearn Finance Bit2,YFB2,yearn-finance-bit2,1,2020-11-09T00:00:00.000Z,,,0,5650,4817,2021-05-11T12:52:06.000Z,GBP,14.13677597,1.00E-08,-0.08332472,-0.45024109,-2.37414782,88.79124778,44.85734894,180.9188086,0
7up Finance,7UP,7up-finance,2,2020-11-09T00:00:00.000Z,binance-smart-chain,100000,0,0,4818,2021-05-11T12:52:06.000Z,GBP,3.674431216,1.00E-08,-1.57934606,-9.98171749,-25.89501498,150.4741968,12.24822844,-5.45614765,0
PicaArtMoney,PICA,picaartmoney,3,2020-11-10T00:00:00.000Z,ethereum,1000000000,0,0,4819,2021-05-11T12:52:06.000Z,GBP,0.11069317,1.00E-08,-0.59205411,-10.36840623,-13.6965379,-2.43645323,148.7592736,258.7953536,0
wormhole.finance,WHOLE,wormhole-finance,1,2020-11-10T00:00:00.000Z,,,0,92877,4820,2021-05-11T12:52:06.000Z,GBP,1.749584122,1.00E-08,-0.87672608,-7.0563274,12.33447857,82.90177593,118.4773159,123.4235793,0
Apollon Limassol,APL,apollon-limassol,1,2020-11-10T00:00:00.000Z,"sports,fan-token",,0,0,4821,2021-05-11T12:52:04.000Z,GBP,13.38968042,1.00E-08,-2.04374425,-7.66072633,-14.69613412,-14.26922257,7.00862119,440.4021931,0
Nyan V2,NYAN-2,nyan-v2,1,2020-11-11T00:00:00.000Z,,33000,0,0,4822,2021-05-11T12:52:06.000Z,GBP,91.4050826,1.00E-08,-0.87672608,-7.0563274,1.24284976,115.3687515,175.4299409,101.0301908,0
XFII,XFII,xfii,2,2020-11-11T00:00:00.000Z,,,0,15000,4823,2021-05-11T12:52:06.000Z,GBP,6.860876445,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,124.8723716,129.2863783,0
Mercurity Swap Protocol,MEE,mercurity-swap-protocol,3,2020-11-12T00:00:00.000Z,,50000000,0,0,4824,2021-05-11T12:52:07.000Z,GBP,32.89967011,1.00E-08,-0.84931677,-6.82482722,1907.35764,1469.469497,,,0
GARD Governance Token,GGT,gard-governance-token,1,2020-11-12T00:00:00.000Z,,1000000000,0,1000000000,4825,2021-05-11T12:52:06.000Z,GBP,0.00019014,1.00E-08,-0.08332472,-0.45024109,-2.37414782,-36.36886951,,,0
7Finance,SVN,7finance,1,2020-11-14T00:00:00.000Z,,7000000,0,0,4826,2021-05-11T12:52:07.000Z,GBP,0.014068981,1.00E-08,-0.44362048,-4.79901065,-3.94333771,-7.45329834,-89.02462678,-82.34279002,0
Blueshare Token,BST1,blueshare-token,3,2020-11-13T00:00:00.000Z,,,0,0,4827,2021-05-11T12:52:06.000Z,GBP,0.007270502,1.00E-08,-8.57355527,0.34349209,53.10832423,113.0220472,272.5346006,503.0397363,0
Volts.Finance,VOLTS,volts-finance,1,2020-11-15T00:00:00.000Z,defi,,0,1318,4828,2021-05-11T12:52:07.000Z,GBP,18.40761024,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,124.9127281,107.8067883,0
Yup,YUP,yup-token,1,2020-11-16T00:00:00.000Z,social-money,9315081,0,0,4829,2021-05-11T12:52:07.000Z,GBP,1.614551709,1.00E-08,-0.87672608,-7.0563274,7.87775062,1.65102947,,,0
Kanva,KNV,kanva,1,2020-11-17T00:00:00.000Z,,,0,0,4830,2021-05-11T12:52:07.000Z,GBP,3.07370844,1.00E-08,-0.87672608,-7.0563274,11.77351986,85.73946153,124.9127281,121.4399943,0
PBS Chain,PBS,pbs-chain,1,2020-11-17T00:00:00.000Z,,,0,900000,4831,2021-05-11T12:52:08.000Z,GBP,1.49E-05,1.00E-08,-0.4436205,-4.79901064,-3.94333769,-96.48322534,-96.27751289,-95.37773481,0
Fromm Car,FCR,fromm-car,1,2020-11-17T00:00:00.000Z,,2700000000,0,0,4832,2021-05-11T12:52:08.000Z,GBP,0.008846611,1.00E-08,-1.54288626,-1.04773681,-15.57195768,0.27538198,313.731827,-45.05389409,0
Freedom Reserve,FR,freedom-reserve,1,2020-11-18T00:00:00.000Z,,80000000,0,0,4833,2021-05-11T12:52:07.000Z,GBP,0.004223539,1.00E-08,-0.87672608,-7.0563274,36.95646244,66.89261212,178.2858242,153.6506037,0
swiss.finance,SWISS,swiss-finance,2,2020-11-18T00:00:00.000Z,ethereum,10000,0,0,4834,2021-05-11T12:52:07.000Z,GBP,49.78326905,1.00E-08,-0.61038744,-29.78955738,-30.3442723,-25.15801563,-0.97687903,-60.30697378,0
TecraCoin,TCR,tecracoin,1,2020-11-19T00:00:00.000Z,,210000000,0,0,4835,2021-05-11T12:52:07.000Z,GBP,0.325782002,1.00E-08,-0.08332472,-0.45024109,-2.37414782,20.5367476,86.64397305,35.21895633,0
DefHold,DEFO,defhold,1,2020-11-19T00:00:00.000Z,,,0,0,4836,2021-05-11T12:51:07.000Z,GBP,56.53499751,1.00E-08,-1.05739342,-5.57966369,11.77232121,-31.99592969,-50.33846793,-65.05171293,0
KUN,KUN,qian-kun,3,2020-11-19T00:00:00.000Z,lending-borowing,12000000,0,0,4837,2021-05-11T12:52:05.000Z,GBP,1.629664468,1.00E-08,-0.06908153,-5.60152612,-2.5386768,75.55843196,463.0364763,574.9113668,0
QUSD,QUSD,qian-qusd,4,2020-11-19T00:00:00.000Z,,55910000,0,0,4838,2021-05-11T12:52:07.000Z,GBP,1.687898905,1.00E-08,-0.10803959,-5.25216439,-2.44876146,40.7298484,150.2462038,149.6625492,0
Itchiro Games,JEM,itchiro-games,4,2020-11-19T00:00:00.000Z,"gaming,ethereum",30000,0,0,4839,2021-05-11T12:52:07.000Z,GBP,20.71164778,1.00E-08,-0.60016455,-3.47912106,-8.14140507,2.2092104,-13.57138016,-56.92891826,0
Brother Music Platform,BMP,brother-music-platform,1,2020-11-21T00:00:00.000Z,,10000000000,0,0,4840,2021-05-11T12:51:07.000Z,GBP,0.056326643,1.00E-08,-2.11036166,-5.70534622,-20.63516055,-22.73492356,77.16856164,61.76251687,0
Light Coin Exchange Token,LCT,light-coin-exchange-token,1,2020-11-21T00:00:00.000Z,,200000000,0,0,4841,2021-05-11T12:52:05.000Z,GBP,0.003534194,1.00E-08,-0.08332472,-0.45024109,-2.37937866,0.05759924,0.02722281,-0.11714046,0
TOM Finance,TOM,tom-finance,2,2020-11-21T00:00:00.000Z,,50000,0,0,4842,2021-05-11T12:52:07.000Z,GBP,238.1345826,1.00E-08,-1.32182018,-8.21199657,-41.56106807,131.882367,225.2998712,25.49503705,0
